Cores,Frequency,L2cache,FSB,Mult.,Voltage,TDP,Socket,Partnumber(s),GPUfrequency,I/O bus,Memory,Burst,GPUmodel,Connectivity,SDP,Model Number,Front Side Bus,Multiplier,Mult,L2 Cache,Turbo,L3cache,Turbo Boostall-core/2.0(/max. 3.0),Atom (ULV),Atom (ULV).1,Unnamed: 2,Feature size,Unnamed: 4,x86,x86.1,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Base / Boost / TVB Clocks (GHz),GPU EU,GPU Max freq,Price,Model number,Clock speed,Cache,Cache.1,FSB speed,Threadsper core,TDP (W),Cache.2,Price (USD),Clock speed.1,QuickPath,Freq. (GHz),FSB (MHz),Voltage (V),Freq.,Power,Power.1,Unnamed: 17,Unnamed: 18,Unnamed: 19,Freq. (MHz),L1cache,Model numberClock speed,sSpec number,Front-side bus,Clock multiplier,Voltage range,Part number(s),Core stepping,64-bit,FrqGHz,FSBMT/s,VT-x,P-core (performance),P-core (performance).1,P-core (performance).2,P-core (performance).3,E-core (efficiency),E-core (efficiency).1,E-core (efficiency).2,E-core (efficiency).3
2.0,3.33,0.512,,25×,0.65–1.4 V,87.0,70.0,CM80616004794AA BX80616I5661,900 MHz,39.0,2 × DDR3-1333,,32.0,,,,,,,,1/2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,3.47,0.512,,26×,0.65–1.4 V,73.0,70.0,CM80616004641AB BX80616I5670,733 MHz,39.0,2 × DDR3-1333,,32.0,,,,,,,,1/2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,3.6,0.512,,27×,0.65–1.4 V,73.0,70.0,CM80616004806AA BX80616I5680,733 MHz,39.0,2 × DDR3-1333,,32.0,,,,,,,,1/2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.7,0.512,,,,35.0,69.0,CM8062301002115,650–1100 MHz,40.0,,,9.0,,,,,,,,4/8[Note 2],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.8,1.024,,,,95.0,69.0,CM8062301061502 BX80623I52300 BXC80623I52300,850–1100 MHz,40.0,,,9.0,,,,,,,,1/2/2/3[Note 2],6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.9,1.024,,,,95.0,69.0,CM8062301043718 BX80623I52310 BXC80623I52310,850–1100 MHz,40.0,,,9.0,,,,,,,,1/2/2/3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,95.0,69.0,CM8062301043820 BX80623I52320 BXC80623I52320,850–1100 MHz,40.0,,,9.0,,,,,,,,1/2/2/3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,95.0,69.0,CM8062301157400 BX80623I52380P BXC80623I52380P,,40.0,,,32.0,,,,,,,,1/2/2/3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.2,1.024,,,,95.0,69.0,CM8062301157300 BX80623I52450P,,40.0,,,32.0,,,,,,,,1/2/2/3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.3,1.024,,,,95.0,69.0,CM8062300834203 BX80623I52500 BXC80623I52500,850–1100 MHz,40.0,,,9.0,,,,,,,,1/2/3/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.3,1.024,,,,95.0,69.0,CM8062300833803 BX80623I52500K BXC80623I52500K,850–1100 MHz,40.0,,,11.0,,,,,,,,1/2/3/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.4,1.024,,,,95.0,69.0,CM8062301213000 BX80623I52550K,,40.0,,,32.0,,,,,,,,1/2/3/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,95.0,69.0,CM8062300834106 BX80623I52400 BXC80623I52400,850–1100 MHz,40.0,,,9.0,,,,,,,,1/2/2/3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.5,1.024,,,,65.0,69.0,CM8062300835404 BX80623I52400S BXC80623I52400S,850–1100 MHz,40.0,,,9.0,,,,,,,,1/3/7/8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.5,1.024,,,,65.0,69.0,CM8062301091201 BX80623I52405S,850–1100 MHz,40.0,,,11.0,,,,,,,,1/3/7/8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.7,1.024,,,,65.0,69.0,CM8062300835501,850–1100 MHz,40.0,,,9.0,,,,,,,,1/5/9/10,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.3,1.024,,,,45.0,69.0,CM8062301001910,650–1250 MHz,40.0,,,9.0,,,,,,,,1/5/9/10,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.9,0.512,,,,35.0,69.0,CM8063701159502,650–1100 MHz,40.0,,,10.0,,,,,,,,4/7[Note 2],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,77.0,69.0,CM8063701134306 BX80637I53330,650–1050 MHz,40.0,,,10.0,,,,,,,,1/1/2/2[Note 2],6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,77.0,69.0,CM8063701399700 BX80637I53340 BXC80637I53340,650–1050 MHz,40.0,,,10.0,,,,,,,,1/1/2/2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,69.0,69.0,CM8063701392600 BXC80637I53350P BX80637I53350P,,40.0,,,32.0,,,,,,,,1/1/2/2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,77.0,69.0,CM8063701159406 BX80637I53450 BXC80637I53450,650–1100 MHz,40.0,,,10.0,,,,,,,,2/3/4/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.2,1.024,,,,77.0,69.0,CM8063701093302 BX80637I53470,650–1100 MHz,40.0,,,10.0,,,,,,,,2/3/4/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.3,1.024,,,,77.0,69.0,CM8063701093203 BX80637I53550 BXC80637I53550,650–1150 MHz,40.0,,,10.0,,,,,,,,2/3/4/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.4,1.024,,,,77.0,69.0,CM8063701093103 BX80637I53570,650–1150 MHz,40.0,,,10.0,,,,,,,,2/3/4/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.4,1.024,,,,77.0,69.0,CM8063701211800 BX80637I53570K BXC80637I53570K,650–1150 MHz,40.0,,,13.0,,,,,,,,2/3/4/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.7,1.024,,,,65.0,69.0,CM8063701159804,650–1050 MHz,40.0,,,10.0,,,,,,,,1/2/4/5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.7,1.024,,,,65.0,69.0,CM8063701277200,650–1050 MHz,40.0,,,13.0,,,,,,,,1/2/4/5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.8,1.024,,,,65.0,69.0,CM8063701387400 BX80637I53340S,650–1050 MHz,40.0,,,10.0,,,,,,,,1/2/4/5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.8,1.024,,,,65.0,69.0,CM8063701095104 BX80637I53450S,650–1100 MHz,40.0,,,10.0,,,,,,,,3/4/6/7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.9,1.024,,,,65.0,69.0,CM8063701094000,650–1100 MHz,40.0,,,10.0,,,,,,,,3/4/6/7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.9,1.024,,,,65.0,69.0,CM8063701212000,650–1100 MHz,40.0,,,13.0,,,,,,,,3/4/6/7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,65.0,69.0,CM8063701093901,650–1150 MHz,40.0,,,10.0,,,,,,,,3/4/6/7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,65.0,69.0,CM8063701095203,650–1150 MHz,40.0,,,10.0,,,,,,,,3/4/6/7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.3,1.024,,,,45.0,69.0,CM8063701094903,650–1150 MHz,40.0,,,10.0,,,,,,,,6/7/9/10,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.9,0.512,,,,35.0,67.0,CM8064601466203 CM8064601481905 BX80646I54570T BXC80646I54570T,200–1150 MHz,40.0,,,17.0,,,,,,,,4/7[Note 2],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.7,0.512,,,,35.0,67.0,CM8064601484301,350–1150 MHz,40.0,,,17.0,,,,,,,,3.3 GHz,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,84.0,67.0,CM8064601464802 BX80646I54430 BXC80646I54430,350–1100 MHz,40.0,,,17.0,,,,,,,,0/1/2/2[Note 2],6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,84.0,67.0,CM8064601464800 BX80646I54440 BXC80646I54440,350–1100 MHz,40.0,,,17.0,,,,,,,,0/1/2/2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.2,1.024,,,,84.0,67.0,CM8064601560722 BX80646I54460 BXC80646I54460,350–1100 MHz,40.0,,,17.0,,,,,,,,0/1/2/2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.3,1.024,,,,84.0,67.0,CM8064601560721,350–1100 MHz,40.0,,,17.0,,,,,,,,0/1/2/2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.2,1.024,,,,84.0,67.0,CM8064601464707 BX80646I54570 BXC80646I54570,350–1150 MHz,40.0,,,17.0,,,,,,,,2/3/4/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.3,1.024,,,,84.0,67.0,CM8064601560615 BX80646I54590 BXC80646I54590,350–1150 MHz,40.0,,,17.0,,,,,,,,2/3/4/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.4,1.024,,,,84.0,67.0,CM8064601464706 BX80646I54670 BXC80646I54670,350–1200 MHz,40.0,,,17.0,,,,,,,,2/3/4/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.4,1.024,,,,84.0,67.0,CM8064601464506 BX80646I54670K BXF80646I54670K BXC80646I54670K,350–1200 MHz,40.0,,,17.0,,,,,,,,2/3/4/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.5,1.024,,,,84.0,67.0,CM8064601560516 BX80646I54690 BXC80646I54690,350–1200 MHz,40.0,,,17.0,,,,,,,,2/3/4/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.5,1.024,,,,88.0,67.0,CM8064601710803 BX80646I54690K BXF80646I54690K BXC80646I54690K,350–1200 MHz,40.0,,,17.0,,,,,,,,2/3/4/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.7,1.024,,,,65.0,67.0,CM8064601465803,350–1100 MHz,40.0,,,17.0,,,,,,,,1/2/4/5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.8,1.024,,,,65.0,67.0,CM8064601465804 BX80646I54440S,350–1100 MHz,40.0,,,17.0,,,,,,,,1/2/4/5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.9,1.024,,,,65.0,67.0,CM8064601561423,350–1100 MHz,40.0,,,17.0,,,,,,,,1/2/4/5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,65.0,67.0,CM8064601465703,350–1200 MHz,40.0,,,17.0,,,,,,,,3/4/6/7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.2,1.024,,,,65.0,67.0,CM8064601561313 BX80646I54690S,350–1200 MHz,40.0,,,17.0,,,,,,,,3/4/6/7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.9,1.024,,,,65.0,67.0,CM8064601465605 BX80646I54570S,350–1150 MHz,40.0,,,17.0,,,,,,,,3/4/6/7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,65.0,67.0,CM8064601561214 BX80646I54590S,350–1150 MHz,40.0,,,17.0,,,,,,,,3/4/6/7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.9,1.024,,,,35.0,67.0,CM8064601561827,350-1100 MHz,40.0,,,17.0,,,,,,,,4/5/7/8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.3,1.024,,,,45.0,67.0,CM8064601466003,350–1200 MHz,40.0,,,17.0,,,,,,,,6/7/9/10,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.5,1.024,,,,45.0,67.0,CM8064601561613,350–1200 MHz,40.0,,,17.0,,,,,,,,6/7/9/10,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,9.609493111182314,,,,66.03544956493715,186.0,"Ultra-low power, Embedded options available","Ultra-low power, Embedded options available",89.0,,,109.0,,,,,,,,"Ultra-low power, Embedded options available",14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,35.0,67.0,CM8064601481927 CM8064601561826,350–1150 MHz,40.0,,,17.0,,,,,,,,6/7/9/10,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.7,1.024,,,,65.0,22.0,CL8064701508603,200–1150 MHz,40.0,,,58.0,,,,,,,,3/3/5/5[Note 2],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,65.0,22.0,CL8064701508403,200–1300 MHz,40.0,,,58.0,,,,,,,,4/5/6/7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.8,1.024,,,,65.0,22.0,FH8065802483402,300–1050 MHz,40.0,,,60.0,,,,,,,,3/3/5/5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,65.0,67.0,CM8065802483201 BX80658I55675C,300–1100 MHz,40.0,,,60.0,,,,,,,,3/3/5/5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.024,,,,65.0,22.0,FH8065802483401,300–1100 MHz,40.0,,,60.0,,,,,,,,3/3/5/5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.7,1.024,,,,65.0,68.0,CM8066201920506 BX80662I56400 BXC80662I56400,350–950 MHz,41.0,,,24.0,,,,,,,,4/5/6/6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.8,1.024,,,,65.0,68.0,CM8066201920509 BX80662I56402P BXC80662I56402P,350–950 MHz,41.0,,,21.0,,,,,,,,4/5/6/6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.2,1.024,,,,65.0,68.0,CM8066201920404 BX80662I56500 BXC80662I56500,350–1050 MHz,41.0,,,24.0,,,,,,,,1/2/3/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.3,1.024,,,,65.0,68.0,CM8066201920401 BX80662I56600 BXC80662I56600,350–1150 MHz,41.0,,,24.0,,,,,,,,3/4/5/6[8],6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.5,1.024,,,,91.0,68.0,CM8066201920300 BX80662I56600K BXC80662I56600K,350–1150 MHz,41.0,,,24.0,,,,,,,,1/2/3/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2,1.024,,,,35.0,68.0,CM8066201920000 BXC80662I56400T,350–950 MHz,41.0,,,24.0,,,,,,,,3/3/5/6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.5,1.024,,,,35.0,68.0,CM8066201920600 BXC80662I56500T,350–1100 MHz,41.0,,,24.0,,,,,,,,3/3/5/6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.7,1.024,,,,35.0,68.0,CM8066201920601 BXC80662I56600T,350–1100 MHz,41.0,,,24.0,,,,,,,,6/6/7/8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.3,1.024,,,,35.0,68.0,CM8066201938000,350–1000 MHz,41.0,,,24.0,,,,,,,,?/?/?/10,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.8,1.024,,,,65.0,5.0,JQ8066201926704 JQ8066201926706,350–1100 MHz,41.0,,,59.0,,,,,,,,?/?/?/8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.2,1.024,,,,65.0,5.0,JQ8066201926705 JQ8066201926707,350–1150 MHz,41.0,,,59.0,,,,,,,,?/?/?/6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,65.0,68.0,BX80677I57400 BXC80677I57400 CM8067702867050,350–1000 MHz,41.0,,,32.0,,,,,,,,3/3/4/5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.4,1.024,,,,65.0,68.0,BX80677I57500 BXC80677I57500 CM8067702868012,350–1100 MHz,41.0,,,32.0,,,,,,,,2/2/3/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.5,1.024,,,,65.0,68.0,BX80677I57600 BXC80677I57600 CM8067702868011,350–1150 MHz,41.0,,,32.0,,,,,,,,4/4/5/6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.8,1.024,,,,91.0,68.0,BX80677I57600K BXC80677I57600K CM8067702868219,350–1150 MHz,41.0,,,32.0,,,,,,,,2/2/3/4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.4,1.024,,,,35.0,68.0,BX80677I57400T BXC80677I57400T CM8067702867915,350–1000 MHz,41.0,,,32.0,,,,,,,,4/4/5/6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.7,1.024,,,,35.0,68.0,BX80677I57500T BXC80677I57500T CM8067702868115,350–1100 MHz,41.0,,,32.0,,,,,,,,4/4/5/6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.8,1.024,,,,35.0,68.0,BX80677I57600T BXC80677I57600T CM8067702868117,350–1100 MHz,41.0,,,32.0,,,,,,,,7/7/8/9,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.024,,,,112.0,80.0,BX80677I57640X BXC80677I57640X CM8067702868730,,41.0,,,32.0,,,,,,,,0/1/1/2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.8,1.536,,,,65.0,68.0,CM8068403358811 BX80684I58400 BXC80684I58400,350–1050 MHz,41.0,,,102.0,,,,,,,,10/10/11/11/11/12,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.536,,,,65.0,68.0,CM8068403362607 BX80684I58500 BXC80684I58500,350–1100 MHz,41.0,,,102.0,,,,,,,,9/9/10/10/10/11,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.536,,,,65.0,68.0,CM8068403358607 BX80684I58600 BXC80684I58600,350–1150 MHz,41.0,,,102.0,,,,,,,,10/10/11/11/11/12,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.6,1.536,,,,95.0,68.0,CM8068403358508 BX80684I58600K BXC80684I58600K,350–1150 MHz,41.0,,,102.0,,,,,,,,5/5/6/6/6/7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.9,1.536,,,,65.0,68.0,CM8068403358816 CM8068403875504 BX80684I59400 BXC80684I59400 CM8068403875505,350-1050 MHz,41.0,,,102.0,,,,,,,,10/10/11/11/11/12,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.9,1.536,,,,65.0,68.0,CM8068403358819 BX80684I59400F BXC80684I59400F CM8068403875509 CM8068403875510,,41.0,,,32.0,,,,,,,,10/10/11/11/11/12,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.536,,,,65.0,68.0,CM8068403362610 BX80684I59500 BXC80684I59500,350-1100 MHz,41.0,,,102.0,,,,,,,,4.4 GHz,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2608191223688907,1.536,,,,65.0,68.0,CM8068403362616 CM8068403875414 BX80684I59500F BXC80684I59500F,,41.0,,,32.0,,,,,,,,4.4 GHz,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.1,1.536,,,,65.0,68.0,CM8068403358610 BX80684I59600 BXC80684I59600,350-1150 MHz,41.0,,,102.0,,,,,,,,4.6 GHz,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.7,1.536,,,,95.0,68.0,CM8068403874404 BX80684I59600K BXC80684I59600K CM8068403874405,350-1150 MHz,41.0,,,102.0,,,,,,,,6/6/7/7/8/9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.7,1.536,,,,95.0,68.0,BX80684I59600KF BXC80684I5960KF CM8068403874409 CM8068403874410,,41.0,,,32.0,,,,,,,,6/6/7/7/8/9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.7,1.536,,,,35.0,68.0,CM8068403358913,350–1050 MHz,41.0,,,102.0,,,,,,,,13/13/14/14/15/16,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
